order_num,order_id,user_id,order_timestamp,total_amount,date
31,16500,6990,2025-04-14T09:49:00,97.36,2025-04-14
91,16501,9467,2025-04-14T08:10:00,55.02,2025-04-14
63,16502,7034,2025-04-14T08:37:00,444.37,2025-04-14
41,16503,3287,2025-04-14T10:30:00,353.42,2025-04-14
89,16504,2291,2025-04-14T20:15:00,370.42,2025-04-14
9,16505,9589,2025-04-14T08:09:00,82.66,2025-04-14
62,16506,1506,2025-04-14T19:50:00,87.83,2025-04-14
1,16507,7269,2025-04-14T23:37:00,409.28,2025-04-14
97,16508,9898,2025-04-14T18:22:00,162.11,2025-04-14
98,16509,3058,2025-04-14T00:56:00,130.68,2025-04-14
18,16510,2537,2025-04-14T14:00:00,494.3,2025-04-14
12,16511,9187,2025-04-14T15:27:00,445.95,2025-04-14
65,16512,9424,2025-04-14T00:14:00,352.92,2025-04-14
58,16513,6117,2025-04-14T20:19:00,266.05,2025-04-14
78,16514,3693,2025-04-14T23:18:00,314.84,2025-04-14
35,16515,9432,2025-04-14T21:40:00,399.54,2025-04-14
26,16516,8997,2025-04-14T22:22:00,329.86,2025-04-14
72,16517,2303,2025-04-14T00:42:00,485.33,2025-04-14
57,16518,4889,2025-04-14T16:46:00,472.24,2025-04-14
44,16519,9786,2025-04-14T12:15:00,51.06,2025-04-14
78,16520,7842,2025-04-14T23:08:00,464.35,2025-04-14
13,16521,7513,2025-04-14T16:36:00,153.99,2025-04-14
94,16522,2069,2025-04-14T04:42:00,222.18,2025-04-14
98,16523,4511,2025-04-14T23:50:00,178.26,2025-04-14
18,16524,6464,2025-04-14T13:47:00,394.03,2025-04-14
39,16525,6051,2025-04-14T12:27:00,457.3,2025-04-14
4,16526,4859,2025-04-14T16:29:00,454.8,2025-04-14
83,16527,1086,2025-04-14T06:31:00,123.95,2025-04-14
41,16528,7378,2025-04-14T07:36:00,478.29,2025-04-14
47,16529,1788,2025-04-14T22:25:00,402.06,2025-04-14
40,16530,7503,2025-04-14T19:04:00,41.78,2025-04-14
36,16531,2712,2025-04-14T13:25:00,150.1,2025-04-14
9,16532,2143,2025-04-14T23:58:00,413.7,2025-04-14
37,16533,9241,2025-04-14T16:14:00,478.28,2025-04-14
2,16534,4864,2025-04-14T19:16:00,36.88,2025-04-14
11,16535,6780,2025-04-14T06:13:00,216.09,2025-04-14
45,16536,5595,2025-04-14T06:47:00,412.06,2025-04-14
