order_num,order_id,user_id,order_timestamp,total_amount,date
41,12500,9178,2025-04-06T05:36:00,74.63,2025-04-06
42,12501,6519,2025-04-06T02:30:00,495.16,2025-04-06
12,12502,1317,2025-04-06T11:27:00,72.3,2025-04-06
54,12503,1291,2025-04-06T00:52:00,197.26,2025-04-06
6,12504,4247,2025-04-06T05:28:00,311.03,2025-04-06
3,12505,5807,2025-04-06T21:31:00,463.64,2025-04-06
81,12506,9453,2025-04-06T22:55:00,82.89,2025-04-06
79,12507,7079,2025-04-06T03:01:00,270.63,2025-04-06
100,12508,1666,2025-04-06T20:15:00,368.94,2025-04-06
81,12509,1206,2025-04-06T16:35:00,138.27,2025-04-06
83,12510,7314,2025-04-06T05:18:00,305.97,2025-04-06
89,12511,4139,2025-04-06T22:41:00,383.02,2025-04-06
43,12512,9084,2025-04-06T06:43:00,384.53,2025-04-06
36,12513,4919,2025-04-06T12:24:00,191.03,2025-04-06
27,12514,6039,2025-04-06T04:46:00,459.54,2025-04-06
4,12515,1490,2025-04-06T23:11:00,60.99,2025-04-06
4,12516,9033,2025-04-06T21:01:00,86.13,2025-04-06
61,12517,8037,2025-04-06T03:03:00,67.17,2025-04-06
39,12518,6948,2025-04-06T18:16:00,80.35,2025-04-06
15,12519,2063,2025-04-06T15:49:00,63.82,2025-04-06
46,12520,7038,2025-04-06T23:45:00,219.28,2025-04-06
74,12521,4165,2025-04-06T03:09:00,142.74,2025-04-06
5,12522,6452,2025-04-06T21:47:00,163.04,2025-04-06
24,12523,5951,2025-04-06T04:17:00,373.73,2025-04-06
26,12524,8315,2025-04-06T10:04:00,477.17,2025-04-06
66,12525,3736,2025-04-06T13:06:00,258.1,2025-04-06
28,12526,7183,2025-04-06T10:50:00,28.35,2025-04-06
60,12527,1334,2025-04-06T00:33:00,486.51,2025-04-06
32,12528,8040,2025-04-06T10:38:00,207.09,2025-04-06
70,12529,6625,2025-04-06T21:58:00,388.0,2025-04-06
13,12530,8964,2025-04-06T08:06:00,498.4,2025-04-06
67,12531,8665,2025-04-06T14:31:00,186.57,2025-04-06
100,12532,9961,2025-04-06T19:53:00,246.97,2025-04-06
31,12533,6673,2025-04-06T02:53:00,428.6,2025-04-06
79,12534,6891,2025-04-06T01:15:00,323.65,2025-04-06
17,12535,5891,2025-04-06T07:06:00,252.28,2025-04-06
94,12536,1685,2025-04-06T06:40:00,66.25,2025-04-06
2,12537,6531,2025-04-06T19:57:00,120.29,2025-04-06
71,12538,1567,2025-04-06T22:04:00,306.82,2025-04-06
48,12539,2050,2025-04-06T18:01:00,429.09,2025-04-06
59,12540,8980,2025-04-06T20:45:00,103.13,2025-04-06
65,12541,2135,2025-04-06T00:20:00,31.71,2025-04-06
11,12542,5474,2025-04-06T16:04:00,271.99,2025-04-06
48,12543,8803,2025-04-06T19:02:00,454.79,2025-04-06
80,12544,1524,2025-04-06T05:40:00,186.62,2025-04-06
27,12545,6230,2025-04-06T12:02:00,49.63,2025-04-06
27,12546,8180,2025-04-06T15:22:00,350.21,2025-04-06
11,12547,7550,2025-04-06T05:18:00,176.84,2025-04-06
54,12548,6515,2025-04-06T19:08:00,232.53,2025-04-06
51,12549,1028,2025-04-06T00:02:00,349.46,2025-04-06
99,12550,5852,2025-04-06T15:42:00,88.06,2025-04-06
49,12551,7465,2025-04-06T00:44:00,123.28,2025-04-06
25,12552,3910,2025-04-06T01:31:00,394.39,2025-04-06
66,12553,6373,2025-04-06T06:54:00,382.68,2025-04-06
10,12554,9261,2025-04-06T16:42:00,166.81,2025-04-06
45,12555,4222,2025-04-06T02:35:00,392.09,2025-04-06
53,12556,6797,2025-04-06T11:54:00,34.7,2025-04-06
98,12557,8707,2025-04-06T20:46:00,262.71,2025-04-06
71,12558,8807,2025-04-06T10:24:00,410.58,2025-04-06
99,12559,2983,2025-04-06T14:15:00,322.1,2025-04-06
85,12560,5264,2025-04-06T12:33:00,392.42,2025-04-06
82,12561,2176,2025-04-06T23:20:00,404.93,2025-04-06
67,12562,8800,2025-04-06T18:27:00,118.77,2025-04-06
42,12563,7298,2025-04-06T21:28:00,250.63,2025-04-06
25,12564,1898,2025-04-06T00:02:00,54.81,2025-04-06
6,12565,3460,2025-04-06T05:20:00,143.7,2025-04-06
48,12566,2692,2025-04-06T20:25:00,79.46,2025-04-06
97,12567,8417,2025-04-06T05:18:00,101.12,2025-04-06
40,12568,4204,2025-04-06T23:36:00,438.84,2025-04-06
3,12569,9619,2025-04-06T15:04:00,122.46,2025-04-06
44,12570,6800,2025-04-06T09:08:00,492.9,2025-04-06
42,12571,3449,2025-04-06T08:19:00,58.5,2025-04-06
38,12572,1457,2025-04-06T14:05:00,181.94,2025-04-06
2,12573,3075,2025-04-06T01:02:00,328.96,2025-04-06
63,12574,7698,2025-04-06T07:09:00,32.43,2025-04-06
93,12575,9213,2025-04-06T09:45:00,138.2,2025-04-06
34,12576,3541,2025-04-06T00:00:00,396.04,2025-04-06
1,12577,9074,2025-04-06T10:10:00,380.79,2025-04-06
24,12578,1136,2025-04-06T04:18:00,247.64,2025-04-06
