order_num,order_id,user_id,order_timestamp,total_amount,date
93,10500,1726,2025-04-02T10:25:00,179.19,2025-04-02
67,10501,2585,2025-04-02T18:14:00,77.0,2025-04-02
78,10502,1976,2025-04-02T21:28:00,146.92,2025-04-02
9,10503,8283,2025-04-02T19:21:00,68.27,2025-04-02
57,10504,1109,2025-04-02T18:08:00,400.25,2025-04-02
70,10505,7342,2025-04-02T04:46:00,222.38,2025-04-02
29,10506,5224,2025-04-02T12:23:00,165.58,2025-04-02
97,10507,8836,2025-04-02T02:00:00,401.11,2025-04-02
83,10508,1619,2025-04-02T11:25:00,95.91,2025-04-02
22,10509,6430,2025-04-02T09:21:00,28.84,2025-04-02
93,10510,2603,2025-04-02T08:26:00,129.48,2025-04-02
54,10511,2282,2025-04-02T20:58:00,120.33,2025-04-02
93,10512,7317,2025-04-02T17:21:00,181.56,2025-04-02
40,10513,3440,2025-04-02T12:45:00,28.85,2025-04-02
65,10514,5050,2025-04-02T03:14:00,111.73,2025-04-02
74,10515,3355,2025-04-02T03:58:00,414.82,2025-04-02
25,10516,8792,2025-04-02T23:36:00,450.72,2025-04-02
58,10517,9855,2025-04-02T20:49:00,496.14,2025-04-02
74,10518,1437,2025-04-02T20:54:00,112.99,2025-04-02
73,10519,1520,2025-04-02T17:05:00,202.94,2025-04-02
71,10520,7260,2025-04-02T21:04:00,104.01,2025-04-02
53,10521,1272,2025-04-02T01:20:00,264.68,2025-04-02
17,10522,7723,2025-04-02T21:14:00,28.9,2025-04-02
5,10523,4901,2025-04-02T08:35:00,378.16,2025-04-02
4,10524,4910,2025-04-02T15:17:00,84.52,2025-04-02
80,10525,5980,2025-04-02T18:50:00,302.19,2025-04-02
89,10526,6354,2025-04-02T10:34:00,55.58,2025-04-02
20,10527,7802,2025-04-02T02:55:00,402.38,2025-04-02
34,10528,3308,2025-04-02T18:08:00,316.84,2025-04-02
26,10529,7671,2025-04-02T12:13:00,470.69,2025-04-02
1,10530,3700,2025-04-02T10:23:00,260.32,2025-04-02
87,10531,5149,2025-04-02T21:45:00,423.54,2025-04-02
82,10532,6399,2025-04-02T07:04:00,353.22,2025-04-02
76,10533,9240,2025-04-02T08:31:00,279.37,2025-04-02
51,10534,2205,2025-04-02T23:32:00,31.5,2025-04-02
47,10535,5016,2025-04-02T15:17:00,323.62,2025-04-02
