order_num,order_id,user_id,order_timestamp,total_amount,date
53,14500,4872,2025-04-10T00:33:00,87.1,2025-04-10
57,14501,5895,2025-04-10T13:09:00,372.77,2025-04-10
33,14502,1209,2025-04-10T23:36:00,347.14,2025-04-10
98,14503,9542,2025-04-10T19:28:00,447.7,2025-04-10
100,14504,5503,2025-04-10T07:46:00,160.19,2025-04-10
27,14505,5130,2025-04-10T13:01:00,460.81,2025-04-10
76,14506,5199,2025-04-10T22:46:00,472.64,2025-04-10
55,14507,8775,2025-04-10T23:53:00,84.88,2025-04-10
1,14508,7837,2025-04-10T08:11:00,388.57,2025-04-10
60,14509,3966,2025-04-10T23:26:00,63.22,2025-04-10
61,14510,3488,2025-04-10T07:29:00,39.85,2025-04-10
62,14511,9346,2025-04-10T19:42:00,295.02,2025-04-10
45,14512,8534,2025-04-10T09:13:00,75.5,2025-04-10
9,14513,6294,2025-04-10T12:46:00,485.47,2025-04-10
19,14514,6458,2025-04-10T07:10:00,387.85,2025-04-10
74,14515,3676,2025-04-10T14:19:00,412.71,2025-04-10
81,14516,4166,2025-04-10T04:12:00,220.31,2025-04-10
20,14517,6554,2025-04-10T14:12:00,185.49,2025-04-10
20,14518,2103,2025-04-10T23:51:00,311.8,2025-04-10
49,14519,4789,2025-04-10T17:05:00,179.21,2025-04-10
95,14520,2645,2025-04-10T00:54:00,127.81,2025-04-10
39,14521,8606,2025-04-10T23:02:00,482.93,2025-04-10
98,14522,1413,2025-04-10T11:56:00,247.27,2025-04-10
65,14523,2299,2025-04-10T18:51:00,79.37,2025-04-10
44,14524,5155,2025-04-10T14:30:00,154.21,2025-04-10
12,14525,3024,2025-04-10T00:08:00,186.37,2025-04-10
70,14526,4415,2025-04-10T17:15:00,493.75,2025-04-10
58,14527,6379,2025-04-10T03:41:00,459.0,2025-04-10
68,14528,6486,2025-04-10T01:18:00,398.72,2025-04-10
5,14529,8054,2025-04-10T20:22:00,395.71,2025-04-10
95,14530,4158,2025-04-10T21:44:00,290.22,2025-04-10
15,14531,7080,2025-04-10T00:11:00,50.48,2025-04-10
56,14532,6848,2025-04-10T16:32:00,64.41,2025-04-10
41,14533,4243,2025-04-10T20:17:00,58.12,2025-04-10
52,14534,2365,2025-04-10T18:39:00,464.49,2025-04-10
34,14535,9134,2025-04-10T02:22:00,83.12,2025-04-10
53,14536,1482,2025-04-10T14:00:00,456.31,2025-04-10
48,14537,2228,2025-04-10T20:59:00,295.94,2025-04-10
88,14538,8692,2025-04-10T01:06:00,149.72,2025-04-10
76,14539,1473,2025-04-10T08:04:00,197.89,2025-04-10
43,14540,4201,2025-04-10T03:48:00,478.14,2025-04-10
75,14541,7485,2025-04-10T14:38:00,384.12,2025-04-10
18,14542,5400,2025-04-10T23:50:00,457.27,2025-04-10
6,14543,5203,2025-04-10T13:23:00,288.22,2025-04-10
66,14544,9874,2025-04-10T04:14:00,206.07,2025-04-10
17,14545,5081,2025-04-10T09:18:00,273.9,2025-04-10
19,14546,1640,2025-04-10T23:01:00,86.43,2025-04-10
1,14547,9857,2025-04-10T02:44:00,467.91,2025-04-10
67,14548,3617,2025-04-10T13:11:00,275.87,2025-04-10
90,14549,3519,2025-04-10T01:52:00,297.25,2025-04-10
53,14550,3305,2025-04-10T22:26:00,343.24,2025-04-10
30,14551,1203,2025-04-10T10:50:00,184.54,2025-04-10
59,14552,6910,2025-04-10T17:09:00,489.43,2025-04-10
55,14553,5920,2025-04-10T07:30:00,260.8,2025-04-10
66,14554,4441,2025-04-10T10:35:00,169.15,2025-04-10
70,14555,7395,2025-04-10T18:56:00,358.59,2025-04-10
52,14556,1142,2025-04-10T21:59:00,308.35,2025-04-10
38,14557,8996,2025-04-10T00:24:00,96.17,2025-04-10
74,14558,5494,2025-04-10T00:45:00,496.14,2025-04-10
49,14559,9135,2025-04-10T06:46:00,320.52,2025-04-10
57,14560,8298,2025-04-10T18:30:00,368.16,2025-04-10
86,14561,5400,2025-04-10T17:40:00,170.66,2025-04-10
58,14562,5795,2025-04-10T21:56:00,399.09,2025-04-10
2,14563,3351,2025-04-10T11:28:00,305.05,2025-04-10
22,14564,1255,2025-04-10T23:23:00,472.56,2025-04-10
48,14565,6206,2025-04-10T03:33:00,267.45,2025-04-10
71,14566,7772,2025-04-10T01:58:00,272.96,2025-04-10
50,14567,7096,2025-04-10T17:20:00,298.85,2025-04-10
14,14568,4296,2025-04-10T22:30:00,54.16,2025-04-10
72,14569,3290,2025-04-10T07:17:00,30.47,2025-04-10
92,14570,5407,2025-04-10T00:11:00,281.31,2025-04-10
68,14571,2562,2025-04-10T17:38:00,174.51,2025-04-10
52,14572,3189,2025-04-10T13:22:00,129.48,2025-04-10
78,14573,1302,2025-04-10T08:36:00,384.34,2025-04-10
60,14574,4542,2025-04-10T18:58:00,181.95,2025-04-10
55,14575,9288,2025-04-10T16:57:00,343.4,2025-04-10
77,14576,4923,2025-04-10T22:21:00,43.9,2025-04-10
4,14577,9110,2025-04-10T21:38:00,414.88,2025-04-10
29,14578,7379,2025-04-10T13:43:00,372.47,2025-04-10
100,14579,2872,2025-04-10T19:39:00,439.83,2025-04-10
56,14580,7581,2025-04-10T01:49:00,444.75,2025-04-10
67,14581,5387,2025-04-10T11:06:00,386.42,2025-04-10
97,14582,1684,2025-04-10T21:51:00,112.68,2025-04-10
45,14583,9825,2025-04-10T19:40:00,481.26,2025-04-10
13,14584,6689,2025-04-10T06:39:00,365.82,2025-04-10
32,14585,7960,2025-04-10T18:44:00,215.97,2025-04-10
54,14586,9177,2025-04-10T08:16:00,58.29,2025-04-10
31,14587,3284,2025-04-10T13:50:00,175.91,2025-04-10
90,14588,4778,2025-04-10T13:26:00,308.43,2025-04-10
46,14589,6331,2025-04-10T13:53:00,403.35,2025-04-10
62,14590,6091,2025-04-10T10:49:00,482.83,2025-04-10
79,14591,2988,2025-04-10T23:04:00,46.47,2025-04-10
98,14592,6269,2025-04-10T13:49:00,182.74,2025-04-10
14,14593,4038,2025-04-10T00:16:00,115.81,2025-04-10
54,14594,5599,2025-04-10T17:24:00,38.08,2025-04-10
32,14595,7757,2025-04-10T11:40:00,59.4,2025-04-10
69,14596,5507,2025-04-10T16:03:00,37.39,2025-04-10
46,14597,5013,2025-04-10T18:38:00,380.48,2025-04-10
14,14598,7709,2025-04-10T06:38:00,47.58,2025-04-10
26,14599,7781,2025-04-10T02:20:00,173.28,2025-04-10
86,14600,6047,2025-04-10T09:10:00,303.95,2025-04-10
66,14601,9418,2025-04-10T00:48:00,413.93,2025-04-10
43,14602,2392,2025-04-10T03:35:00,446.06,2025-04-10
87,14603,9425,2025-04-10T02:07:00,393.43,2025-04-10
86,14604,2035,2025-04-10T01:32:00,398.26,2025-04-10
35,14605,7033,2025-04-10T16:21:00,370.1,2025-04-10
10,14606,5619,2025-04-10T15:44:00,75.69,2025-04-10
59,14607,8781,2025-04-10T02:37:00,491.75,2025-04-10
41,14608,9907,2025-04-10T10:45:00,201.96,2025-04-10
41,14609,3678,2025-04-10T19:18:00,466.55,2025-04-10
67,14610,8579,2025-04-10T20:03:00,381.08,2025-04-10
33,14611,7953,2025-04-10T14:57:00,499.88,2025-04-10
95,14612,5579,2025-04-10T07:42:00,210.98,2025-04-10
49,14613,6171,2025-04-10T08:35:00,250.35,2025-04-10
82,14614,7809,2025-04-10T17:43:00,179.41,2025-04-10
51,14615,2469,2025-04-10T07:58:00,225.68,2025-04-10
39,14616,6956,2025-04-10T19:15:00,48.36,2025-04-10
69,14617,2365,2025-04-10T11:07:00,452.92,2025-04-10
67,14618,9489,2025-04-10T20:18:00,149.35,2025-04-10
54,14619,5415,2025-04-10T19:32:00,80.06,2025-04-10
36,14620,2500,2025-04-10T13:06:00,436.71,2025-04-10
76,14621,5322,2025-04-10T15:39:00,75.7,2025-04-10
71,14622,8117,2025-04-10T08:04:00,426.66,2025-04-10
96,14623,8218,2025-04-10T19:00:00,49.4,2025-04-10
