order_num,order_id,user_id,order_timestamp,total_amount,date
11,13000,6260,2025-04-07T10:44:00,444.48,2025-04-07
40,13001,4436,2025-04-07T16:59:00,231.16,2025-04-07
44,13002,1271,2025-04-07T21:29:00,245.62,2025-04-07
43,13003,9974,2025-04-07T03:01:00,147.55,2025-04-07
54,13004,7561,2025-04-07T11:09:00,137.04,2025-04-07
35,13005,8784,2025-04-07T01:02:00,150.17,2025-04-07
80,13006,8694,2025-04-07T05:20:00,162.56,2025-04-07
95,13007,6024,2025-04-07T01:36:00,237.47,2025-04-07
85,13008,5508,2025-04-07T19:36:00,110.47,2025-04-07
71,13009,9916,2025-04-07T16:55:00,146.99,2025-04-07
31,13010,6641,2025-04-07T09:39:00,196.43,2025-04-07
84,13011,4146,2025-04-07T01:54:00,151.74,2025-04-07
5,13012,2533,2025-04-07T16:21:00,262.22,2025-04-07
95,13013,6944,2025-04-07T05:23:00,487.09,2025-04-07
80,13014,2827,2025-04-07T10:40:00,267.0,2025-04-07
67,13015,1195,2025-04-07T03:27:00,37.11,2025-04-07
50,13016,6249,2025-04-07T04:27:00,492.77,2025-04-07
95,13017,4043,2025-04-07T00:35:00,493.5,2025-04-07
15,13018,3718,2025-04-07T03:32:00,415.87,2025-04-07
42,13019,1702,2025-04-07T17:57:00,246.48,2025-04-07
44,13020,7438,2025-04-07T14:45:00,446.26,2025-04-07
68,13021,8845,2025-04-07T11:25:00,225.76,2025-04-07
53,13022,3939,2025-04-07T00:12:00,35.57,2025-04-07
1,13023,5491,2025-04-07T00:53:00,140.35,2025-04-07
27,13024,4106,2025-04-07T22:18:00,397.22,2025-04-07
47,13025,5455,2025-04-07T00:40:00,166.87,2025-04-07
42,13026,5001,2025-04-07T17:38:00,461.28,2025-04-07
78,13027,6745,2025-04-07T14:33:00,412.86,2025-04-07
35,13028,9870,2025-04-07T09:28:00,479.34,2025-04-07
4,13029,7788,2025-04-07T19:23:00,363.21,2025-04-07
10,13030,6092,2025-04-07T23:59:00,416.81,2025-04-07
83,13031,9561,2025-04-07T23:51:00,299.36,2025-04-07
91,13032,1899,2025-04-07T07:08:00,232.6,2025-04-07
96,13033,3133,2025-04-07T22:26:00,94.96,2025-04-07
86,13034,4881,2025-04-07T02:56:00,497.66,2025-04-07
38,13035,4443,2025-04-07T02:27:00,305.16,2025-04-07
62,13036,3410,2025-04-07T14:27:00,299.37,2025-04-07
81,13037,5457,2025-04-07T02:22:00,332.97,2025-04-07
