order_num,order_id,user_id,order_timestamp,total_amount,date
82,17000,8252,2025-04-15T03:39:00,430.99,2025-04-15
17,17001,1447,2025-04-15T07:30:00,424.25,2025-04-15
33,17002,3542,2025-04-15T18:56:00,33.01,2025-04-15
62,17003,5068,2025-04-15T06:43:00,114.01,2025-04-15
69,17004,4829,2025-04-15T08:00:00,41.18,2025-04-15
15,17005,2696,2025-04-15T21:11:00,341.08,2025-04-15
93,17006,6854,2025-04-15T21:15:00,84.47,2025-04-15
52,17007,5655,2025-04-15T17:35:00,106.25,2025-04-15
26,17008,4163,2025-04-15T06:01:00,231.77,2025-04-15
49,17009,1575,2025-04-15T00:16:00,196.22,2025-04-15
28,17010,2832,2025-04-15T01:41:00,206.46,2025-04-15
39,17011,4188,2025-04-15T14:41:00,275.08,2025-04-15
82,17012,8679,2025-04-15T20:41:00,296.83,2025-04-15
7,17013,8553,2025-04-15T20:07:00,160.68,2025-04-15
79,17014,5620,2025-04-15T12:40:00,174.03,2025-04-15
21,17015,4673,2025-04-15T07:18:00,341.09,2025-04-15
86,17016,3029,2025-04-15T18:11:00,118.18,2025-04-15
55,17017,6055,2025-04-15T10:11:00,126.15,2025-04-15
59,17018,1229,2025-04-15T21:13:00,425.07,2025-04-15
52,17019,6713,2025-04-15T16:36:00,230.76,2025-04-15
20,17020,5846,2025-04-15T17:22:00,137.34,2025-04-15
96,17021,7279,2025-04-15T20:50:00,433.3,2025-04-15
5,17022,1455,2025-04-15T01:51:00,166.79,2025-04-15
29,17023,1026,2025-04-15T11:19:00,410.97,2025-04-15
51,17024,5044,2025-04-15T22:15:00,227.33,2025-04-15
93,17025,7824,2025-04-15T23:56:00,322.94,2025-04-15
52,17026,2715,2025-04-15T01:37:00,267.01,2025-04-15
3,17027,4390,2025-04-15T03:21:00,188.03,2025-04-15
24,17028,3394,2025-04-15T01:05:00,28.77,2025-04-15
25,17029,5585,2025-04-15T00:59:00,405.82,2025-04-15
61,17030,7871,2025-04-15T02:42:00,347.7,2025-04-15
26,17031,2502,2025-04-15T09:15:00,253.95,2025-04-15
