order_num,order_id,user_id,order_timestamp,total_amount,date
60,16000,9487,2025-04-13T09:44:00,201.94,2025-04-13
74,16001,9221,2025-04-13T12:57:00,93.99,2025-04-13
16,16002,4698,2025-04-13T23:55:00,368.11,2025-04-13
27,16003,4984,2025-04-13T18:23:00,67.65,2025-04-13
11,16004,7106,2025-04-13T22:25:00,379.19,2025-04-13
70,16005,6603,2025-04-13T18:32:00,77.48,2025-04-13
79,16006,5721,2025-04-13T21:07:00,318.68,2025-04-13
85,16007,2017,2025-04-13T12:31:00,396.02,2025-04-13
97,16008,7173,2025-04-13T01:34:00,219.41,2025-04-13
84,16009,2256,2025-04-13T02:43:00,212.47,2025-04-13
21,16010,9994,2025-04-13T01:36:00,425.52,2025-04-13
53,16011,8480,2025-04-13T21:23:00,478.54,2025-04-13
60,16012,9011,2025-04-13T09:39:00,298.14,2025-04-13
8,16013,6348,2025-04-13T02:18:00,495.6,2025-04-13
37,16014,8079,2025-04-13T16:49:00,133.15,2025-04-13
93,16015,8691,2025-04-13T04:19:00,145.67,2025-04-13
14,16016,6237,2025-04-13T00:59:00,354.33,2025-04-13
95,16017,5964,2025-04-13T02:32:00,452.19,2025-04-13
50,16018,6739,2025-04-13T10:01:00,362.93,2025-04-13
24,16019,7886,2025-04-13T12:14:00,483.31,2025-04-13
23,16020,4378,2025-04-13T07:42:00,359.43,2025-04-13
59,16021,1712,2025-04-13T22:40:00,210.61,2025-04-13
74,16022,6761,2025-04-13T01:58:00,443.85,2025-04-13
70,16023,4358,2025-04-13T21:52:00,357.92,2025-04-13
80,16024,9662,2025-04-13T03:47:00,361.3,2025-04-13
18,16025,7773,2025-04-13T09:43:00,275.03,2025-04-13
16,16026,5543,2025-04-13T20:45:00,424.6,2025-04-13
14,16027,8979,2025-04-13T08:49:00,248.93,2025-04-13
78,16028,1085,2025-04-13T23:28:00,120.13,2025-04-13
87,16029,7222,2025-04-13T21:22:00,173.6,2025-04-13
53,16030,7979,2025-04-13T19:49:00,165.9,2025-04-13
14,16031,6861,2025-04-13T11:34:00,310.76,2025-04-13
67,16032,7275,2025-04-13T06:11:00,105.08,2025-04-13
14,16033,9798,2025-04-13T19:14:00,95.1,2025-04-13
37,16034,1263,2025-04-13T22:02:00,213.04,2025-04-13
40,16035,9272,2025-04-13T17:39:00,205.07,2025-04-13
49,16036,4357,2025-04-13T11:40:00,218.49,2025-04-13
22,16037,4883,2025-04-13T14:11:00,39.9,2025-04-13
22,16038,9775,2025-04-13T09:57:00,397.73,2025-04-13
73,16039,2638,2025-04-13T21:44:00,172.69,2025-04-13
42,16040,2257,2025-04-13T15:35:00,364.63,2025-04-13
28,16041,3593,2025-04-13T02:55:00,37.15,2025-04-13
44,16042,2641,2025-04-13T18:05:00,493.27,2025-04-13
47,16043,6367,2025-04-13T10:42:00,135.55,2025-04-13
94,16044,4276,2025-04-13T01:49:00,460.34,2025-04-13
51,16045,1523,2025-04-13T17:58:00,392.4,2025-04-13
24,16046,7743,2025-04-13T06:32:00,70.31,2025-04-13
26,16047,3315,2025-04-13T22:28:00,137.77,2025-04-13
69,16048,2866,2025-04-13T12:28:00,472.06,2025-04-13
24,16049,7163,2025-04-13T09:12:00,153.93,2025-04-13
46,16050,9438,2025-04-13T23:18:00,245.85,2025-04-13
92,16051,7440,2025-04-13T09:08:00,287.0,2025-04-13
61,16052,9896,2025-04-13T22:03:00,25.72,2025-04-13
99,16053,7540,2025-04-13T18:46:00,71.84,2025-04-13
80,16054,8883,2025-04-13T00:14:00,199.13,2025-04-13
40,16055,8311,2025-04-13T09:42:00,419.94,2025-04-13
46,16056,4390,2025-04-13T18:42:00,365.41,2025-04-13
82,16057,6821,2025-04-13T04:51:00,443.36,2025-04-13
26,16058,2921,2025-04-13T02:28:00,399.89,2025-04-13
88,16059,3433,2025-04-13T22:04:00,37.5,2025-04-13
33,16060,6316,2025-04-13T06:32:00,215.34,2025-04-13
25,16061,6913,2025-04-13T02:59:00,445.66,2025-04-13
22,16062,9144,2025-04-13T14:51:00,417.03,2025-04-13
1,16063,5959,2025-04-13T22:39:00,361.17,2025-04-13
12,16064,9976,2025-04-13T06:54:00,375.51,2025-04-13
29,16065,9289,2025-04-13T11:02:00,357.83,2025-04-13
1,16066,7384,2025-04-13T09:34:00,451.15,2025-04-13
51,16067,5567,2025-04-13T07:59:00,464.34,2025-04-13
78,16068,6883,2025-04-13T18:05:00,358.3,2025-04-13
84,16069,7605,2025-04-13T01:48:00,426.77,2025-04-13
14,16070,6372,2025-04-13T00:58:00,48.22,2025-04-13
65,16071,1943,2025-04-13T19:44:00,50.03,2025-04-13
12,16072,6305,2025-04-13T11:36:00,102.29,2025-04-13
10,16073,2080,2025-04-13T08:20:00,351.97,2025-04-13
