order_num,order_id,user_id,order_timestamp,total_amount,date
6,11500,6536,2025-04-04T12:53:00,299.09,2025-04-04
70,11501,9389,2025-04-04T08:51:00,256.13,2025-04-04
60,11502,4814,2025-04-04T22:47:00,89.4,2025-04-04
39,11503,7308,2025-04-04T17:21:00,133.88,2025-04-04
26,11504,6937,2025-04-04T14:31:00,63.13,2025-04-04
51,11505,4752,2025-04-04T23:24:00,211.83,2025-04-04
29,11506,5385,2025-04-04T01:08:00,314.7,2025-04-04
80,11507,2826,2025-04-04T19:06:00,376.71,2025-04-04
83,11508,1425,2025-04-04T05:35:00,249.52,2025-04-04
8,11509,2066,2025-04-04T09:15:00,358.17,2025-04-04
81,11510,4597,2025-04-04T04:00:00,182.05,2025-04-04
93,11511,8308,2025-04-04T20:09:00,312.52,2025-04-04
86,11512,1653,2025-04-04T07:54:00,199.2,2025-04-04
76,11513,9846,2025-04-04T15:50:00,274.16,2025-04-04
68,11514,3437,2025-04-04T06:42:00,32.07,2025-04-04
5,11515,1492,2025-04-04T09:26:00,22.93,2025-04-04
69,11516,3030,2025-04-04T13:04:00,75.2,2025-04-04
94,11517,1011,2025-04-04T11:08:00,306.16,2025-04-04
20,11518,7242,2025-04-04T14:51:00,239.21,2025-04-04
5,11519,9196,2025-04-04T22:10:00,101.69,2025-04-04
80,11520,8678,2025-04-04T17:42:00,498.11,2025-04-04
15,11521,7097,2025-04-04T06:38:00,155.5,2025-04-04
43,11522,1685,2025-04-04T02:28:00,102.49,2025-04-04
74,11523,1869,2025-04-04T13:06:00,62.96,2025-04-04
82,11524,5800,2025-04-04T23:33:00,112.47,2025-04-04
68,11525,3367,2025-04-04T06:51:00,86.6,2025-04-04
17,11526,7998,2025-04-04T15:09:00,246.43,2025-04-04
15,11527,3303,2025-04-04T15:28:00,457.87,2025-04-04
72,11528,9117,2025-04-04T00:22:00,167.46,2025-04-04
73,11529,8816,2025-04-04T07:32:00,473.78,2025-04-04
98,11530,3651,2025-04-04T18:59:00,201.97,2025-04-04
98,11531,3547,2025-04-04T03:48:00,421.71,2025-04-04
11,11532,5733,2025-04-04T00:45:00,481.88,2025-04-04
41,11533,1513,2025-04-04T09:43:00,382.17,2025-04-04
58,11534,8084,2025-04-04T02:42:00,367.63,2025-04-04
60,11535,2180,2025-04-04T10:26:00,211.8,2025-04-04
32,11536,4838,2025-04-04T02:35:00,147.6,2025-04-04
85,11537,7104,2025-04-04T11:16:00,299.01,2025-04-04
100,11538,6808,2025-04-04T19:45:00,129.94,2025-04-04
76,11539,2164,2025-04-04T14:47:00,149.76,2025-04-04
7,11540,4321,2025-04-04T12:30:00,399.52,2025-04-04
66,11541,3492,2025-04-04T16:51:00,39.16,2025-04-04
90,11542,9442,2025-04-04T17:41:00,166.93,2025-04-04
58,11543,2684,2025-04-04T23:29:00,55.55,2025-04-04
67,11544,6397,2025-04-04T16:51:00,342.36,2025-04-04
87,11545,7040,2025-04-04T15:27:00,214.03,2025-04-04
3,11546,5709,2025-04-04T11:40:00,381.25,2025-04-04
59,11547,4285,2025-04-04T13:44:00,372.73,2025-04-04
17,11548,1391,2025-04-04T12:07:00,230.78,2025-04-04
9,11549,9219,2025-04-04T09:05:00,319.25,2025-04-04
9,11550,5892,2025-04-04T09:32:00,199.92,2025-04-04
85,11551,6963,2025-04-04T11:58:00,442.46,2025-04-04
56,11552,8183,2025-04-04T14:29:00,30.49,2025-04-04
26,11553,4447,2025-04-04T04:41:00,334.17,2025-04-04
59,11554,2778,2025-04-04T11:22:00,182.99,2025-04-04
91,11555,3643,2025-04-04T13:41:00,328.86,2025-04-04
39,11556,8503,2025-04-04T08:46:00,150.55,2025-04-04
98,11557,9414,2025-04-04T03:35:00,153.56,2025-04-04
84,11558,5676,2025-04-04T09:39:00,461.93,2025-04-04
47,11559,9634,2025-04-04T01:25:00,376.93,2025-04-04
29,11560,2600,2025-04-04T19:33:00,305.33,2025-04-04
56,11561,3817,2025-04-04T07:25:00,333.8,2025-04-04
64,11562,4424,2025-04-04T15:26:00,240.58,2025-04-04
82,11563,9103,2025-04-04T06:41:00,93.21,2025-04-04
55,11564,4898,2025-04-04T22:11:00,184.69,2025-04-04
58,11565,7966,2025-04-04T01:19:00,205.55,2025-04-04
44,11566,5781,2025-04-04T00:42:00,163.13,2025-04-04
38,11567,6719,2025-04-04T00:51:00,273.12,2025-04-04
42,11568,6754,2025-04-04T01:18:00,131.34,2025-04-04
2,11569,7274,2025-04-04T21:47:00,428.44,2025-04-04
35,11570,6719,2025-04-04T19:17:00,306.22,2025-04-04
16,11571,6583,2025-04-04T06:19:00,391.8,2025-04-04
39,11572,6914,2025-04-04T08:01:00,329.78,2025-04-04
37,11573,4086,2025-04-04T16:48:00,499.33,2025-04-04
95,11574,4195,2025-04-04T13:06:00,50.94,2025-04-04
71,11575,9158,2025-04-04T02:03:00,190.57,2025-04-04
52,11576,8403,2025-04-04T09:34:00,47.86,2025-04-04
76,11577,5722,2025-04-04T00:39:00,46.42,2025-04-04
90,11578,6677,2025-04-04T07:58:00,387.65,2025-04-04
72,11579,2731,2025-04-04T00:05:00,239.78,2025-04-04
85,11580,8144,2025-04-04T18:13:00,458.07,2025-04-04
35,11581,7423,2025-04-04T10:22:00,138.29,2025-04-04
93,11582,7700,2025-04-04T16:13:00,334.67,2025-04-04
59,11583,2554,2025-04-04T05:38:00,389.35,2025-04-04
51,11584,2589,2025-04-04T05:37:00,163.2,2025-04-04
23,11585,1977,2025-04-04T00:47:00,76.99,2025-04-04
82,11586,4245,2025-04-04T18:37:00,423.85,2025-04-04
50,11587,5300,2025-04-04T19:14:00,141.54,2025-04-04
35,11588,8616,2025-04-04T05:42:00,41.89,2025-04-04
15,11589,6601,2025-04-04T00:47:00,102.11,2025-04-04
65,11590,4343,2025-04-04T22:50:00,356.63,2025-04-04
94,11591,2183,2025-04-04T20:02:00,427.23,2025-04-04
8,11592,7671,2025-04-04T01:00:00,328.12,2025-04-04
23,11593,9969,2025-04-04T16:26:00,306.05,2025-04-04
98,11594,5642,2025-04-04T03:46:00,355.68,2025-04-04
10,11595,2915,2025-04-04T17:03:00,22.39,2025-04-04
85,11596,9988,2025-04-04T16:54:00,248.04,2025-04-04
45,11597,4974,2025-04-04T06:11:00,186.94,2025-04-04
17,11598,5496,2025-04-04T22:45:00,66.09,2025-04-04
54,11599,3057,2025-04-04T12:40:00,179.62,2025-04-04
68,11600,8457,2025-04-04T18:20:00,44.21,2025-04-04
