id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
8244,11500,6536,22,628,1,0,2025-04-04T12:53:00,2025-04-04
8245,11500,6536,5,144,2,1,2025-04-04T12:53:00,2025-04-04
8246,11500,6536,5,869,3,1,2025-04-04T12:53:00,2025-04-04
8247,11501,9389,10,560,1,1,2025-04-04T08:51:00,2025-04-04
8248,11502,4814,11,797,1,0,2025-04-04T22:47:00,2025-04-04
8249,11502,4814,4,943,2,0,2025-04-04T22:47:00,2025-04-04
8250,11502,4814,12,63,3,0,2025-04-04T22:47:00,2025-04-04
8251,11502,4814,26,774,4,0,2025-04-04T22:47:00,2025-04-04
8252,11502,4814,2,832,5,1,2025-04-04T22:47:00,2025-04-04
8253,11502,4814,25,98,6,1,2025-04-04T22:47:00,2025-04-04
8254,11503,7308,21,362,1,1,2025-04-04T17:21:00,2025-04-04
8255,11503,7308,5,423,2,1,2025-04-04T17:21:00,2025-04-04
8256,11503,7308,22,191,3,1,2025-04-04T17:21:00,2025-04-04
8257,11503,7308,19,282,4,1,2025-04-04T17:21:00,2025-04-04
8258,11503,7308,1,358,5,1,2025-04-04T17:21:00,2025-04-04
8259,11503,7308,12,746,6,1,2025-04-04T17:21:00,2025-04-04
8260,11503,7308,5,312,7,0,2025-04-04T17:21:00,2025-04-04
8261,11503,7308,17,689,8,0,2025-04-04T17:21:00,2025-04-04
8262,11503,7308,9,715,9,0,2025-04-04T17:21:00,2025-04-04
8263,11503,7308,22,331,10,1,2025-04-04T17:21:00,2025-04-04
8264,11504,6937,30,234,1,0,2025-04-04T14:31:00,2025-04-04
8265,11504,6937,12,229,2,0,2025-04-04T14:31:00,2025-04-04
8266,11504,6937,17,719,3,1,2025-04-04T14:31:00,2025-04-04
8267,11505,4752,7,829,1,0,2025-04-04T23:24:00,2025-04-04
8268,11505,4752,1,445,2,0,2025-04-04T23:24:00,2025-04-04
8269,11505,4752,16,879,3,0,2025-04-04T23:24:00,2025-04-04
8270,11505,4752,25,24,4,1,2025-04-04T23:24:00,2025-04-04
8271,11505,4752,11,226,5,0,2025-04-04T23:24:00,2025-04-04
8272,11505,4752,20,500,6,0,2025-04-04T23:24:00,2025-04-04
8273,11505,4752,29,664,7,1,2025-04-04T23:24:00,2025-04-04
8274,11505,4752,12,372,8,0,2025-04-04T23:24:00,2025-04-04
8275,11506,5385,28,184,1,1,2025-04-04T01:08:00,2025-04-04
8276,11506,5385,12,79,2,0,2025-04-04T01:08:00,2025-04-04
8277,11506,5385,23,800,3,1,2025-04-04T01:08:00,2025-04-04
8278,11506,5385,4,432,4,0,2025-04-04T01:08:00,2025-04-04
8279,11507,2826,1,128,1,0,2025-04-04T19:06:00,2025-04-04
8280,11507,2826,27,792,2,0,2025-04-04T19:06:00,2025-04-04
8281,11507,2826,9,24,3,0,2025-04-04T19:06:00,2025-04-04
8282,11507,2826,22,273,4,0,2025-04-04T19:06:00,2025-04-04
8283,11507,2826,0,181,5,1,2025-04-04T19:06:00,2025-04-04
8284,11507,2826,7,289,6,1,2025-04-04T19:06:00,2025-04-04
8285,11507,2826,10,268,7,1,2025-04-04T19:06:00,2025-04-04
8286,11508,1425,9,717,1,1,2025-04-04T05:35:00,2025-04-04
8287,11508,1425,1,321,2,1,2025-04-04T05:35:00,2025-04-04
8288,11508,1425,21,814,3,1,2025-04-04T05:35:00,2025-04-04
8289,11508,1425,19,506,4,0,2025-04-04T05:35:00,2025-04-04
8290,11508,1425,16,104,5,1,2025-04-04T05:35:00,2025-04-04
8291,11508,1425,24,317,6,0,2025-04-04T05:35:00,2025-04-04
8292,11508,1425,21,182,7,1,2025-04-04T05:35:00,2025-04-04
8293,11509,2066,12,828,1,0,2025-04-04T09:15:00,2025-04-04
8294,11509,2066,10,871,2,0,2025-04-04T09:15:00,2025-04-04
8295,11509,2066,4,106,3,0,2025-04-04T09:15:00,2025-04-04
8296,11510,4597,3,720,1,0,2025-04-04T04:00:00,2025-04-04
8297,11510,4597,29,808,2,0,2025-04-04T04:00:00,2025-04-04
8298,11510,4597,17,527,3,1,2025-04-04T04:00:00,2025-04-04
8299,11510,4597,27,92,4,0,2025-04-04T04:00:00,2025-04-04
8300,11511,8308,5,905,1,1,2025-04-04T20:09:00,2025-04-04
8301,11512,1653,15,674,1,1,2025-04-04T07:54:00,2025-04-04
8302,11512,1653,18,582,2,1,2025-04-04T07:54:00,2025-04-04
8303,11512,1653,12,663,3,0,2025-04-04T07:54:00,2025-04-04
8304,11512,1653,3,292,4,0,2025-04-04T07:54:00,2025-04-04
8305,11512,1653,28,614,5,0,2025-04-04T07:54:00,2025-04-04
8306,11512,1653,26,493,6,0,2025-04-04T07:54:00,2025-04-04
8307,11512,1653,11,845,7,0,2025-04-04T07:54:00,2025-04-04
8308,11512,1653,3,370,8,0,2025-04-04T07:54:00,2025-04-04
8309,11513,9846,16,365,1,1,2025-04-04T15:50:00,2025-04-04
8310,11513,9846,9,688,2,1,2025-04-04T15:50:00,2025-04-04
8311,11513,9846,2,986,3,1,2025-04-04T15:50:00,2025-04-04
8312,11513,9846,4,167,4,1,2025-04-04T15:50:00,2025-04-04
8313,11513,9846,0,491,5,1,2025-04-04T15:50:00,2025-04-04
8314,11514,3437,22,187,1,0,2025-04-04T06:42:00,2025-04-04
8315,11514,3437,20,194,2,0,2025-04-04T06:42:00,2025-04-04
8316,11514,3437,19,167,3,1,2025-04-04T06:42:00,2025-04-04
8317,11514,3437,14,621,4,0,2025-04-04T06:42:00,2025-04-04
8318,11514,3437,29,276,5,1,2025-04-04T06:42:00,2025-04-04
8319,11514,3437,13,546,6,1,2025-04-04T06:42:00,2025-04-04
8320,11514,3437,4,72,7,0,2025-04-04T06:42:00,2025-04-04
8321,11514,3437,9,428,8,1,2025-04-04T06:42:00,2025-04-04
8322,11514,3437,27,574,9,0,2025-04-04T06:42:00,2025-04-04
8323,11514,3437,2,484,10,0,2025-04-04T06:42:00,2025-04-04
8324,11515,1492,19,584,1,0,2025-04-04T09:26:00,2025-04-04
