id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
38126,17000,8252,18,859,1,1,2025-04-15T03:39:00,2025-04-15
38127,17000,8252,24,391,2,1,2025-04-15T03:39:00,2025-04-15
38128,17000,8252,0,573,3,1,2025-04-15T03:39:00,2025-04-15
38129,17000,8252,12,189,4,1,2025-04-15T03:39:00,2025-04-15
38130,17000,8252,13,421,5,1,2025-04-15T03:39:00,2025-04-15
38131,17000,8252,17,472,6,0,2025-04-15T03:39:00,2025-04-15
38132,17001,1447,30,565,1,0,2025-04-15T07:30:00,2025-04-15
38133,17001,1447,7,586,2,0,2025-04-15T07:30:00,2025-04-15
38134,17001,1447,27,542,3,1,2025-04-15T07:30:00,2025-04-15
38135,17001,1447,24,414,4,1,2025-04-15T07:30:00,2025-04-15
38136,17001,1447,2,8,5,0,2025-04-15T07:30:00,2025-04-15
38137,17001,1447,22,812,6,1,2025-04-15T07:30:00,2025-04-15
38138,17002,3542,24,281,1,0,2025-04-15T18:56:00,2025-04-15
38139,17002,3542,25,12,2,0,2025-04-15T18:56:00,2025-04-15
38140,17002,3542,2,601,3,1,2025-04-15T18:56:00,2025-04-15
38141,17002,3542,0,790,4,0,2025-04-15T18:56:00,2025-04-15
38142,17002,3542,18,946,5,0,2025-04-15T18:56:00,2025-04-15
38143,17002,3542,1,45,6,1,2025-04-15T18:56:00,2025-04-15
38144,17002,3542,24,184,7,0,2025-04-15T18:56:00,2025-04-15
38145,17002,3542,9,256,8,1,2025-04-15T18:56:00,2025-04-15
38146,17003,5068,1,367,1,1,2025-04-15T06:43:00,2025-04-15
38147,17003,5068,23,448,2,0,2025-04-15T06:43:00,2025-04-15
38148,17003,5068,6,18,3,1,2025-04-15T06:43:00,2025-04-15
38149,17003,5068,12,146,4,1,2025-04-15T06:43:00,2025-04-15
38150,17003,5068,9,429,5,1,2025-04-15T06:43:00,2025-04-15
38151,17004,4829,1,637,1,1,2025-04-15T08:00:00,2025-04-15
38152,17005,2696,13,994,1,1,2025-04-15T21:11:00,2025-04-15
38153,17006,6854,9,195,1,1,2025-04-15T21:15:00,2025-04-15
38154,17006,6854,22,670,2,0,2025-04-15T21:15:00,2025-04-15
38155,17006,6854,21,438,3,1,2025-04-15T21:15:00,2025-04-15
38156,17006,6854,11,907,4,0,2025-04-15T21:15:00,2025-04-15
38157,17007,5655,25,221,1,0,2025-04-15T17:35:00,2025-04-15
38158,17007,5655,17,52,2,1,2025-04-15T17:35:00,2025-04-15
38159,17007,5655,23,666,3,0,2025-04-15T17:35:00,2025-04-15
