id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
2769,10500,1726,12,224,1,1,2025-04-02T10:25:00,2025-04-02
2770,10500,1726,25,361,2,1,2025-04-02T10:25:00,2025-04-02
2771,10500,1726,17,991,3,0,2025-04-02T10:25:00,2025-04-02
2772,10500,1726,29,490,4,1,2025-04-02T10:25:00,2025-04-02
2773,10500,1726,5,519,5,1,2025-04-02T10:25:00,2025-04-02
2774,10500,1726,29,123,6,0,2025-04-02T10:25:00,2025-04-02
2775,10500,1726,16,649,7,0,2025-04-02T10:25:00,2025-04-02
2776,10500,1726,24,247,8,1,2025-04-02T10:25:00,2025-04-02
2777,10501,2585,3,603,1,1,2025-04-02T18:14:00,2025-04-02
2778,10501,2585,30,543,2,1,2025-04-02T18:14:00,2025-04-02
2779,10502,1976,8,908,1,0,2025-04-02T21:28:00,2025-04-02
2780,10503,8283,16,510,1,0,2025-04-02T19:21:00,2025-04-02
2781,10503,8283,14,504,2,1,2025-04-02T19:21:00,2025-04-02
2782,10504,1109,28,868,1,1,2025-04-02T18:08:00,2025-04-02
2783,10504,1109,20,944,2,1,2025-04-02T18:08:00,2025-04-02
2784,10504,1109,7,747,3,0,2025-04-02T18:08:00,2025-04-02
2785,10504,1109,24,39,4,1,2025-04-02T18:08:00,2025-04-02
2786,10504,1109,11,210,5,1,2025-04-02T18:08:00,2025-04-02
2787,10504,1109,3,143,6,0,2025-04-02T18:08:00,2025-04-02
2788,10504,1109,11,465,7,1,2025-04-02T18:08:00,2025-04-02
2789,10504,1109,20,484,8,0,2025-04-02T18:08:00,2025-04-02
2790,10504,1109,2,413,9,1,2025-04-02T18:08:00,2025-04-02
2791,10504,1109,20,236,10,0,2025-04-02T18:08:00,2025-04-02
2792,10505,7342,21,364,1,1,2025-04-02T04:46:00,2025-04-02
2793,10505,7342,15,375,2,0,2025-04-02T04:46:00,2025-04-02
2794,10505,7342,30,611,3,0,2025-04-02T04:46:00,2025-04-02
2795,10505,7342,1,186,4,0,2025-04-02T04:46:00,2025-04-02
2796,10505,7342,15,829,5,0,2025-04-02T04:46:00,2025-04-02
2797,10506,5224,0,472,1,1,2025-04-02T12:23:00,2025-04-02
2798,10506,5224,1,956,2,1,2025-04-02T12:23:00,2025-04-02
2799,10506,5224,18,598,3,1,2025-04-02T12:23:00,2025-04-02
2800,10506,5224,14,479,4,1,2025-04-02T12:23:00,2025-04-02
2801,10507,8836,14,798,1,0,2025-04-02T02:00:00,2025-04-02
2802,10507,8836,14,504,2,0,2025-04-02T02:00:00,2025-04-02
2803,10507,8836,12,439,3,1,2025-04-02T02:00:00,2025-04-02
2804,10508,1619,30,579,1,0,2025-04-02T11:25:00,2025-04-02
2805,10508,1619,18,868,2,1,2025-04-02T11:25:00,2025-04-02
2806,10508,1619,28,320,3,0,2025-04-02T11:25:00,2025-04-02
2807,10508,1619,1,678,4,0,2025-04-02T11:25:00,2025-04-02
2808,10508,1619,25,359,5,1,2025-04-02T11:25:00,2025-04-02
2809,10508,1619,9,937,6,0,2025-04-02T11:25:00,2025-04-02
2810,10508,1619,13,893,7,1,2025-04-02T11:25:00,2025-04-02
2811,10509,6430,9,358,1,0,2025-04-02T09:21:00,2025-04-02
2812,10510,2603,20,658,1,1,2025-04-02T08:26:00,2025-04-02
2813,10510,2603,30,625,2,1,2025-04-02T08:26:00,2025-04-02
2814,10510,2603,30,838,3,0,2025-04-02T08:26:00,2025-04-02
2815,10510,2603,11,129,4,1,2025-04-02T08:26:00,2025-04-02
