id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
10912,12000,6024,16,380,1,0,2025-04-05T04:37:00,2025-04-05
10913,12000,6024,15,469,2,0,2025-04-05T04:37:00,2025-04-05
10914,12000,6024,21,205,3,0,2025-04-05T04:37:00,2025-04-05
10915,12000,6024,27,284,4,1,2025-04-05T04:37:00,2025-04-05
10916,12001,2459,22,184,1,1,2025-04-05T13:00:00,2025-04-05
10917,12001,2459,16,762,2,1,2025-04-05T13:00:00,2025-04-05
10918,12001,2459,12,107,3,1,2025-04-05T13:00:00,2025-04-05
10919,12002,5510,13,207,1,1,2025-04-05T04:09:00,2025-04-05
10920,12002,5510,14,572,2,1,2025-04-05T04:09:00,2025-04-05
10921,12002,5510,6,669,3,1,2025-04-05T04:09:00,2025-04-05
10922,12002,5510,28,667,4,1,2025-04-05T04:09:00,2025-04-05
10923,12002,5510,21,685,5,1,2025-04-05T04:09:00,2025-04-05
10924,12002,5510,9,720,6,0,2025-04-05T04:09:00,2025-04-05
10925,12002,5510,26,630,7,1,2025-04-05T04:09:00,2025-04-05
10926,12002,5510,14,485,8,0,2025-04-05T04:09:00,2025-04-05
10927,12003,2043,27,163,1,0,2025-04-05T10:26:00,2025-04-05
10928,12003,2043,11,171,2,1,2025-04-05T10:26:00,2025-04-05
10929,12004,4514,5,912,1,0,2025-04-05T01:42:00,2025-04-05
10930,12004,4514,25,829,2,1,2025-04-05T01:42:00,2025-04-05
10931,12004,4514,7,32,3,1,2025-04-05T01:42:00,2025-04-05
10932,12004,4514,1,286,4,1,2025-04-05T01:42:00,2025-04-05
10933,12004,4514,29,615,5,0,2025-04-05T01:42:00,2025-04-05
10934,12004,4514,7,736,6,0,2025-04-05T01:42:00,2025-04-05
10935,12004,4514,21,392,7,1,2025-04-05T01:42:00,2025-04-05
10936,12004,4514,8,620,8,1,2025-04-05T01:42:00,2025-04-05
10937,12005,3907,7,847,1,0,2025-04-05T02:46:00,2025-04-05
10938,12005,3907,8,849,2,0,2025-04-05T02:46:00,2025-04-05
10939,12005,3907,8,560,3,1,2025-04-05T02:46:00,2025-04-05
10940,12005,3907,5,903,4,0,2025-04-05T02:46:00,2025-04-05
10941,12005,3907,18,818,5,1,2025-04-05T02:46:00,2025-04-05
10942,12005,3907,4,842,6,0,2025-04-05T02:46:00,2025-04-05
10943,12005,3907,10,641,7,1,2025-04-05T02:46:00,2025-04-05
10944,12005,3907,17,568,8,0,2025-04-05T02:46:00,2025-04-05
10945,12005,3907,10,330,9,1,2025-04-05T02:46:00,2025-04-05
10946,12006,4167,14,899,1,1,2025-04-05T06:53:00,2025-04-05
10947,12006,4167,25,261,2,1,2025-04-05T06:53:00,2025-04-05
10948,12006,4167,0,434,3,0,2025-04-05T06:53:00,2025-04-05
10949,12006,4167,7,904,4,0,2025-04-05T06:53:00,2025-04-05
10950,12006,4167,9,370,5,1,2025-04-05T06:53:00,2025-04-05
10951,12007,4690,18,366,1,0,2025-04-05T18:58:00,2025-04-05
10952,12007,4690,17,397,2,0,2025-04-05T18:58:00,2025-04-05
10953,12007,4690,25,192,3,0,2025-04-05T18:58:00,2025-04-05
10954,12007,4690,28,798,4,1,2025-04-05T18:58:00,2025-04-05
10955,12007,4690,13,51,5,1,2025-04-05T18:58:00,2025-04-05
10956,12008,3826,20,337,1,1,2025-04-05T21:02:00,2025-04-05
10957,12008,3826,3,669,2,0,2025-04-05T21:02:00,2025-04-05
10958,12008,3826,20,416,3,0,2025-04-05T21:02:00,2025-04-05
10959,12008,3826,25,399,4,1,2025-04-05T21:02:00,2025-04-05
10960,12008,3826,29,894,5,1,2025-04-05T21:02:00,2025-04-05
10961,12008,3826,14,291,6,0,2025-04-05T21:02:00,2025-04-05
10962,12008,3826,4,28,7,0,2025-04-05T21:02:00,2025-04-05
10963,12009,1165,14,207,1,0,2025-04-05T11:50:00,2025-04-05
10964,12009,1165,18,954,2,1,2025-04-05T11:50:00,2025-04-05
10965,12009,1165,1,642,3,1,2025-04-05T11:50:00,2025-04-05
10966,12009,1165,14,470,4,1,2025-04-05T11:50:00,2025-04-05
10967,12010,1398,23,417,1,0,2025-04-05T02:46:00,2025-04-05
10968,12010,1398,20,960,2,1,2025-04-05T02:46:00,2025-04-05
10969,12010,1398,2,54,3,0,2025-04-05T02:46:00,2025-04-05
10970,12010,1398,26,609,4,1,2025-04-05T02:46:00,2025-04-05
10971,12010,1398,15,552,5,1,2025-04-05T02:46:00,2025-04-05
10972,12010,1398,30,717,6,0,2025-04-05T02:46:00,2025-04-05
10973,12010,1398,12,320,7,0,2025-04-05T02:46:00,2025-04-05
10974,12010,1398,29,732,8,0,2025-04-05T02:46:00,2025-04-05
