id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
13720,12500,9178,16,112,1,1,2025-04-06T05:36:00,2025-04-06
13721,12500,9178,22,326,2,1,2025-04-06T05:36:00,2025-04-06
13722,12500,9178,1,591,3,0,2025-04-06T05:36:00,2025-04-06
13723,12500,9178,7,532,4,0,2025-04-06T05:36:00,2025-04-06
13724,12500,9178,20,423,5,1,2025-04-06T05:36:00,2025-04-06
13725,12500,9178,16,425,6,1,2025-04-06T05:36:00,2025-04-06
13726,12500,9178,8,120,7,1,2025-04-06T05:36:00,2025-04-06
13727,12501,6519,8,189,1,1,2025-04-06T02:30:00,2025-04-06
13728,12502,1317,13,685,1,0,2025-04-06T11:27:00,2025-04-06
13729,12502,1317,4,720,2,1,2025-04-06T11:27:00,2025-04-06
13730,12502,1317,29,586,3,0,2025-04-06T11:27:00,2025-04-06
13731,12502,1317,8,81,4,1,2025-04-06T11:27:00,2025-04-06
13732,12503,1291,21,814,1,0,2025-04-06T00:52:00,2025-04-06
13733,12503,1291,19,822,2,0,2025-04-06T00:52:00,2025-04-06
13734,12503,1291,8,868,3,1,2025-04-06T00:52:00,2025-04-06
13735,12503,1291,7,983,4,1,2025-04-06T00:52:00,2025-04-06
13736,12503,1291,15,970,5,0,2025-04-06T00:52:00,2025-04-06
13737,12503,1291,9,442,6,0,2025-04-06T00:52:00,2025-04-06
13738,12503,1291,17,475,7,1,2025-04-06T00:52:00,2025-04-06
13739,12503,1291,15,98,8,0,2025-04-06T00:52:00,2025-04-06
13740,12503,1291,29,327,9,0,2025-04-06T00:52:00,2025-04-06
13741,12503,1291,24,202,10,0,2025-04-06T00:52:00,2025-04-06
13742,12504,4247,7,97,1,1,2025-04-06T05:28:00,2025-04-06
13743,12504,4247,17,939,2,0,2025-04-06T05:28:00,2025-04-06
13744,12504,4247,0,247,3,1,2025-04-06T05:28:00,2025-04-06
13745,12504,4247,28,764,4,0,2025-04-06T05:28:00,2025-04-06
13746,12504,4247,1,606,5,0,2025-04-06T05:28:00,2025-04-06
13747,12504,4247,26,638,6,0,2025-04-06T05:28:00,2025-04-06
13748,12505,5807,30,227,1,1,2025-04-06T21:31:00,2025-04-06
13749,12505,5807,4,313,2,0,2025-04-06T21:31:00,2025-04-06
13750,12506,9453,23,709,1,0,2025-04-06T22:55:00,2025-04-06
13751,12506,9453,18,93,2,0,2025-04-06T22:55:00,2025-04-06
13752,12506,9453,7,465,3,1,2025-04-06T22:55:00,2025-04-06
13753,12506,9453,21,998,4,1,2025-04-06T22:55:00,2025-04-06
13754,12506,9453,27,275,5,1,2025-04-06T22:55:00,2025-04-06
13755,12506,9453,26,170,6,1,2025-04-06T22:55:00,2025-04-06
13756,12506,9453,20,704,7,1,2025-04-06T22:55:00,2025-04-06
13757,12506,9453,19,307,8,0,2025-04-06T22:55:00,2025-04-06
13758,12506,9453,16,314,9,1,2025-04-06T22:55:00,2025-04-06
13759,12507,7079,0,180,1,1,2025-04-06T03:01:00,2025-04-06
13760,12507,7079,16,539,2,0,2025-04-06T03:01:00,2025-04-06
13761,12507,7079,7,503,3,0,2025-04-06T03:01:00,2025-04-06
13762,12507,7079,5,286,4,0,2025-04-06T03:01:00,2025-04-06
13763,12507,7079,2,402,5,1,2025-04-06T03:01:00,2025-04-06
13764,12508,1666,17,543,1,1,2025-04-06T20:15:00,2025-04-06
13765,12508,1666,6,862,2,1,2025-04-06T20:15:00,2025-04-06
13766,12508,1666,25,113,3,0,2025-04-06T20:15:00,2025-04-06
13767,12508,1666,30,63,4,1,2025-04-06T20:15:00,2025-04-06
13768,12509,1206,8,294,1,0,2025-04-06T16:35:00,2025-04-06
13769,12509,1206,18,307,2,1,2025-04-06T16:35:00,2025-04-06
13770,12509,1206,27,997,3,1,2025-04-06T16:35:00,2025-04-06
13771,12509,1206,4,974,4,1,2025-04-06T16:35:00,2025-04-06
13772,12509,1206,14,497,5,1,2025-04-06T16:35:00,2025-04-06
13773,12509,1206,8,131,6,1,2025-04-06T16:35:00,2025-04-06
13774,12510,7314,12,313,1,1,2025-04-06T05:18:00,2025-04-06
13775,12510,7314,29,771,2,0,2025-04-06T05:18:00,2025-04-06
13776,12510,7314,1,450,3,1,2025-04-06T05:18:00,2025-04-06
13777,12510,7314,25,723,4,0,2025-04-06T05:18:00,2025-04-06
13778,12510,7314,19,980,5,1,2025-04-06T05:18:00,2025-04-06
13779,12510,7314,4,863,6,0,2025-04-06T05:18:00,2025-04-06
13780,12510,7314,0,841,7,0,2025-04-06T05:18:00,2025-04-06
13781,12510,7314,12,849,8,1,2025-04-06T05:18:00,2025-04-06
13782,12510,7314,4,67,9,0,2025-04-06T05:18:00,2025-04-06
13783,12510,7314,18,651,10,0,2025-04-06T05:18:00,2025-04-06
13784,12511,4139,9,145,1,0,2025-04-06T22:41:00,2025-04-06
13785,12511,4139,22,813,2,1,2025-04-06T22:41:00,2025-04-06
13786,12511,4139,4,236,3,0,2025-04-06T22:41:00,2025-04-06
13787,12512,9084,8,464,1,0,2025-04-06T06:43:00,2025-04-06
13788,12512,9084,22,166,2,1,2025-04-06T06:43:00,2025-04-06
13789,12512,9084,20,794,3,0,2025-04-06T06:43:00,2025-04-06
13790,12512,9084,8,164,4,1,2025-04-06T06:43:00,2025-04-06
13791,12512,9084,27,18,5,0,2025-04-06T06:43:00,2025-04-06
13792,12512,9084,0,501,6,0,2025-04-06T06:43:00,2025-04-06
13793,12512,9084,5,694,7,0,2025-04-06T06:43:00,2025-04-06
13794,12512,9084,14,688,8,1,2025-04-06T06:43:00,2025-04-06
13795,12513,4919,12,659,1,0,2025-04-06T12:24:00,2025-04-06
13796,12513,4919,25,282,2,1,2025-04-06T12:24:00,2025-04-06
13797,12513,4919,2,453,3,0,2025-04-06T12:24:00,2025-04-06
13798,12513,4919,8,906,4,0,2025-04-06T12:24:00,2025-04-06
13799,12513,4919,11,302,5,1,2025-04-06T12:24:00,2025-04-06
13800,12513,4919,9,565,6,1,2025-04-06T12:24:00,2025-04-06
13801,12514,6039,12,555,1,1,2025-04-06T04:46:00,2025-04-06
13802,12514,6039,17,976,2,0,2025-04-06T04:46:00,2025-04-06
13803,12514,6039,29,853,3,0,2025-04-06T04:46:00,2025-04-06
13804,12514,6039,7,812,4,1,2025-04-06T04:46:00,2025-04-06
13805,12514,6039,23,160,5,0,2025-04-06T04:46:00,2025-04-06
13806,12514,6039,17,140,6,0,2025-04-06T04:46:00,2025-04-06
13807,12515,1490,27,259,1,1,2025-04-06T23:11:00,2025-04-06
13808,12515,1490,1,53,2,0,2025-04-06T23:11:00,2025-04-06
13809,12516,9033,16,20,1,1,2025-04-06T21:01:00,2025-04-06
13810,12516,9033,3,375,2,1,2025-04-06T21:01:00,2025-04-06
13811,12516,9033,9,787,3,1,2025-04-06T21:01:00,2025-04-06
13812,12516,9033,23,993,4,1,2025-04-06T21:01:00,2025-04-06
13813,12516,9033,12,189,5,1,2025-04-06T21:01:00,2025-04-06
13814,12516,9033,4,560,6,0,2025-04-06T21:01:00,2025-04-06
13815,12516,9033,18,824,7,0,2025-04-06T21:01:00,2025-04-06
13816,12517,8037,7,722,1,0,2025-04-06T03:03:00,2025-04-06
13817,12517,8037,4,177,2,1,2025-04-06T03:03:00,2025-04-06
13818,12517,8037,14,669,3,1,2025-04-06T03:03:00,2025-04-06
13819,12518,6948,16,130,1,0,2025-04-06T18:16:00,2025-04-06
