id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
21873,14000,9876,26,444,1,1,2025-04-09T09:36:00,2025-04-09
21874,14000,9876,21,990,2,1,2025-04-09T09:36:00,2025-04-09
21875,14000,9876,22,965,3,0,2025-04-09T09:36:00,2025-04-09
21876,14000,9876,3,325,4,1,2025-04-09T09:36:00,2025-04-09
21877,14000,9876,28,623,5,0,2025-04-09T09:36:00,2025-04-09
21878,14000,9876,26,266,6,0,2025-04-09T09:36:00,2025-04-09
21879,14000,9876,15,215,7,1,2025-04-09T09:36:00,2025-04-09
21880,14000,9876,8,713,8,0,2025-04-09T09:36:00,2025-04-09
21881,14001,3443,20,608,1,1,2025-04-09T11:57:00,2025-04-09
21882,14002,4557,24,233,1,0,2025-04-09T19:21:00,2025-04-09
21883,14002,4557,3,459,2,0,2025-04-09T19:21:00,2025-04-09
21884,14002,4557,16,585,3,0,2025-04-09T19:21:00,2025-04-09
21885,14002,4557,25,245,4,1,2025-04-09T19:21:00,2025-04-09
21886,14002,4557,12,990,5,0,2025-04-09T19:21:00,2025-04-09
21887,14002,4557,9,898,6,0,2025-04-09T19:21:00,2025-04-09
21888,14002,4557,28,385,7,1,2025-04-09T19:21:00,2025-04-09
21889,14002,4557,19,982,8,1,2025-04-09T19:21:00,2025-04-09
21890,14002,4557,13,662,9,0,2025-04-09T19:21:00,2025-04-09
21891,14003,1552,1,382,1,0,2025-04-09T10:42:00,2025-04-09
21892,14003,1552,25,155,2,0,2025-04-09T10:42:00,2025-04-09
21893,14003,1552,29,76,3,1,2025-04-09T10:42:00,2025-04-09
21894,14003,1552,22,720,4,0,2025-04-09T10:42:00,2025-04-09
21895,14003,1552,19,696,5,0,2025-04-09T10:42:00,2025-04-09
21896,14003,1552,27,51,6,1,2025-04-09T10:42:00,2025-04-09
21897,14003,1552,8,433,7,0,2025-04-09T10:42:00,2025-04-09
21898,14003,1552,28,426,8,0,2025-04-09T10:42:00,2025-04-09
21899,14003,1552,25,296,9,0,2025-04-09T10:42:00,2025-04-09
21900,14004,3565,7,471,1,1,2025-04-09T05:11:00,2025-04-09
21901,14004,3565,2,848,2,0,2025-04-09T05:11:00,2025-04-09
21902,14005,9417,1,553,1,1,2025-04-09T11:37:00,2025-04-09
21903,14005,9417,18,202,2,1,2025-04-09T11:37:00,2025-04-09
21904,14005,9417,10,294,3,1,2025-04-09T11:37:00,2025-04-09
