id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
24614,14500,4872,15,737,1,1,2025-04-10T00:33:00,2025-04-10
24615,14500,4872,25,372,2,0,2025-04-10T00:33:00,2025-04-10
24616,14501,5895,11,387,1,0,2025-04-10T13:09:00,2025-04-10
24617,14501,5895,2,512,2,0,2025-04-10T13:09:00,2025-04-10
24618,14501,5895,23,505,3,0,2025-04-10T13:09:00,2025-04-10
24619,14501,5895,1,831,4,0,2025-04-10T13:09:00,2025-04-10
24620,14501,5895,0,829,5,1,2025-04-10T13:09:00,2025-04-10
24621,14501,5895,3,136,6,1,2025-04-10T13:09:00,2025-04-10
24622,14501,5895,6,958,7,1,2025-04-10T13:09:00,2025-04-10
24623,14501,5895,16,959,8,0,2025-04-10T13:09:00,2025-04-10
24624,14502,1209,24,742,1,1,2025-04-10T23:36:00,2025-04-10
24625,14503,9542,16,790,1,0,2025-04-10T19:28:00,2025-04-10
24626,14503,9542,16,330,2,0,2025-04-10T19:28:00,2025-04-10
24627,14503,9542,8,258,3,0,2025-04-10T19:28:00,2025-04-10
24628,14503,9542,17,969,4,0,2025-04-10T19:28:00,2025-04-10
24629,14503,9542,15,344,5,1,2025-04-10T19:28:00,2025-04-10
24630,14503,9542,21,632,6,0,2025-04-10T19:28:00,2025-04-10
24631,14504,5503,2,693,1,0,2025-04-10T07:46:00,2025-04-10
24632,14504,5503,1,598,2,0,2025-04-10T07:46:00,2025-04-10
24633,14505,5130,25,463,1,0,2025-04-10T13:01:00,2025-04-10
24634,14505,5130,12,642,2,1,2025-04-10T13:01:00,2025-04-10
24635,14505,5130,18,162,3,1,2025-04-10T13:01:00,2025-04-10
24636,14505,5130,5,339,4,0,2025-04-10T13:01:00,2025-04-10
24637,14505,5130,22,702,5,1,2025-04-10T13:01:00,2025-04-10
24638,14505,5130,4,716,6,0,2025-04-10T13:01:00,2025-04-10
24639,14506,5199,4,69,1,1,2025-04-10T22:46:00,2025-04-10
24640,14506,5199,19,692,2,1,2025-04-10T22:46:00,2025-04-10
24641,14506,5199,20,559,3,1,2025-04-10T22:46:00,2025-04-10
24642,14506,5199,30,564,4,1,2025-04-10T22:46:00,2025-04-10
24643,14506,5199,27,660,5,0,2025-04-10T22:46:00,2025-04-10
24644,14506,5199,28,94,6,0,2025-04-10T22:46:00,2025-04-10
24645,14506,5199,15,890,7,0,2025-04-10T22:46:00,2025-04-10
24646,14506,5199,28,479,8,0,2025-04-10T22:46:00,2025-04-10
24647,14506,5199,8,383,9,1,2025-04-10T22:46:00,2025-04-10
24648,14507,8775,30,573,1,0,2025-04-10T23:53:00,2025-04-10
24649,14507,8775,10,532,2,1,2025-04-10T23:53:00,2025-04-10
24650,14507,8775,3,951,3,0,2025-04-10T23:53:00,2025-04-10
24651,14507,8775,25,396,4,0,2025-04-10T23:53:00,2025-04-10
24652,14507,8775,14,835,5,1,2025-04-10T23:53:00,2025-04-10
24653,14508,7837,0,791,1,1,2025-04-10T08:11:00,2025-04-10
24654,14508,7837,3,973,2,0,2025-04-10T08:11:00,2025-04-10
24655,14508,7837,27,375,3,0,2025-04-10T08:11:00,2025-04-10
24656,14509,3966,26,29,1,0,2025-04-10T23:26:00,2025-04-10
24657,14509,3966,10,755,2,0,2025-04-10T23:26:00,2025-04-10
24658,14509,3966,0,299,3,0,2025-04-10T23:26:00,2025-04-10
24659,14509,3966,14,548,4,0,2025-04-10T23:26:00,2025-04-10
24660,14509,3966,1,433,5,1,2025-04-10T23:26:00,2025-04-10
24661,14509,3966,8,264,6,1,2025-04-10T23:26:00,2025-04-10
24662,14509,3966,11,960,7,0,2025-04-10T23:26:00,2025-04-10
24663,14509,3966,18,593,8,0,2025-04-10T23:26:00,2025-04-10
24664,14509,3966,3,183,9,1,2025-04-10T23:26:00,2025-04-10
24665,14510,3488,23,257,1,0,2025-04-10T07:29:00,2025-04-10
24666,14510,3488,2,620,2,0,2025-04-10T07:29:00,2025-04-10
24667,14510,3488,14,954,3,0,2025-04-10T07:29:00,2025-04-10
24668,14510,3488,27,161,4,0,2025-04-10T07:29:00,2025-04-10
24669,14510,3488,8,131,5,0,2025-04-10T07:29:00,2025-04-10
24670,14511,9346,19,312,1,0,2025-04-10T19:42:00,2025-04-10
24671,14511,9346,2,304,2,0,2025-04-10T19:42:00,2025-04-10
24672,14511,9346,30,103,3,1,2025-04-10T19:42:00,2025-04-10
24673,14511,9346,22,338,4,0,2025-04-10T19:42:00,2025-04-10
24674,14512,8534,12,130,1,0,2025-04-10T09:13:00,2025-04-10
24675,14512,8534,11,304,2,1,2025-04-10T09:13:00,2025-04-10
24676,14512,8534,15,16,3,0,2025-04-10T09:13:00,2025-04-10
24677,14512,8534,9,974,4,0,2025-04-10T09:13:00,2025-04-10
24678,14513,6294,10,598,1,1,2025-04-10T12:46:00,2025-04-10
24679,14514,6458,29,746,1,0,2025-04-10T07:10:00,2025-04-10
24680,14514,6458,5,783,2,1,2025-04-10T07:10:00,2025-04-10
24681,14514,6458,2,378,3,0,2025-04-10T07:10:00,2025-04-10
24682,14515,3676,4,998,1,0,2025-04-10T14:19:00,2025-04-10
24683,14516,4166,10,926,1,1,2025-04-10T04:12:00,2025-04-10
24684,14517,6554,14,272,1,0,2025-04-10T14:12:00,2025-04-10
24685,14517,6554,25,933,2,1,2025-04-10T14:12:00,2025-04-10
24686,14517,6554,28,610,3,0,2025-04-10T14:12:00,2025-04-10
24687,14517,6554,20,136,4,1,2025-04-10T14:12:00,2025-04-10
24688,14517,6554,7,896,5,0,2025-04-10T14:12:00,2025-04-10
24689,14517,6554,2,721,6,1,2025-04-10T14:12:00,2025-04-10
24690,14517,6554,22,965,7,0,2025-04-10T14:12:00,2025-04-10
24691,14517,6554,16,112,8,0,2025-04-10T14:12:00,2025-04-10
24692,14517,6554,13,877,9,1,2025-04-10T14:12:00,2025-04-10
24693,14518,2103,27,15,1,1,2025-04-10T23:51:00,2025-04-10
24694,14518,2103,3,817,2,0,2025-04-10T23:51:00,2025-04-10
24695,14518,2103,2,380,3,0,2025-04-10T23:51:00,2025-04-10
24696,14518,2103,5,897,4,1,2025-04-10T23:51:00,2025-04-10
24697,14518,2103,20,392,5,0,2025-04-10T23:51:00,2025-04-10
